Timestamp, IP5-H:Pos, IP5-H:Residuals, IP5-V:Pos, IP5-V:Residuals
NUMBER-POINTS 681
1.463588621286E12,-45.531453568703164,259.03451058080486,24.117483820200206,123.46752152623243
1.463588661286E12,-45.48865775386208,257.25400582494785,25.205855267650808,124.56836227140082
1.463588701286E12,-45.08235350273304,259.03353856966953,24.777466405745244,121.8363423478872
1.463588741286E12,-45.7542626591183,259.99342338702724,23.826492140289805,122.69334760548135
1.463588781287E12,-44.72488500311211,257.7401961014241,24.93932165619659,125.40791757368038
1.463588821286E12,-45.544554563853495,259.5805158858421,24.465671439254294,121.50708714972166
1.463588861286E12,-45.159902911883975,259.16425372220874,26.226100769981652,124.02582753609381
1.463588901286E12,-44.30573874902059,258.8371290525202,25.760236489081336,123.38401403396425
1.463588941286E12,-44.5859010296095,260.87106650848983,24.350882409081986,121.07254706501014
1.463588981286E12,-44.91933135260978,258.42622934774624,24.025040229719654,124.29599381040387
1.463589021326E12,-45.08431748867836,258.87421840246776,24.75892079062057,122.95868881074996
1.463589061326E12,-46.51532940137246,261.57788777373696,21.98311707504735,121.26612326782057
1.463589101326E12,-45.939704393742645,257.7517161663134,24.6123411677869,123.98400572367238
1.463589141326E12,-45.39853298895504,258.8152606043668,23.55690742283941,122.43020125082334
1.463589181326E12,-45.31866971425801,260.49943381365216,22.712633994790483,121.59767850137133
1.463589221326E12,-44.29514798964208,257.7281750895723,24.00706499066749,123.65479222247644
1.463589261326E12,-41.621446004118695,260.6805655351243,22.354574655543413,120.33154495615817
1.463589301326E12,-46.04745752922456,261.5244450583177,21.57168479101134,123.97108407760773
1.463589341326E12,-44.722500102278694,257.6231433333562,21.494598517364178,123.72701365121009
1.463589381326E12,-45.0951292398097,260.0321607511225,20.79981977702496,122.19055116244112
1.463589421326E12,-45.20593479051187,260.2171688880019,21.144073704104173,124.47336844620467
1.463589461326E12,-43.84826773694999,258.7408311231191,21.383310477972145,123.42532501446851
1.463589501366E12,-45.515310829555936,261.8988214061335,21.88504146098122,120.95577835795594
1.463589541366E12,-45.6180390812703,259.42088860280023,22.79081724048274,124.80007835605214
1.463589581366E12,-45.28485848392763,258.29852548780684,20.872822681311767,123.04008403436036
1.463589621366E12,-46.88803391213499,261.27165112563796,21.193318640396964,122.33757493786433
1.463589661366E12,-47.208180146458766,258.1142282173573,22.007730347260225,124.96208886166944
1.463589701366E12,-47.39572460862879,259.45929627796204,22.381665873535283,122.76206811059183
1.463589741366E12,-47.602154242474974,261.555059619471,21.774646158989853,122.90283556036368
1.463589781367E12,-45.7927047479981,258.2471677326661,23.270339235172713,124.98201425225598
1.463589821367E12,-44.979854875350135,259.4845809834393,23.318957026171574,121.49981322789013
1.463589861366E12,-46.75790083647044,261.2629749228033,22.22633721818135,123.10948388305457
1.463589901366E12,-45.593016398856626,258.31197553477745,23.01653413981908,123.24273660184663
1.463589941366E12,-45.41392187692993,259.6544350880412,23.121659945339346,120.61974487306396
1.463589981366E12,-45.90195114265651,260.7437760022184,22.436411714960144,125.06795671085322
1.463590021366E12,-45.24473033422307,257.6367214707854,24.619956417604246,124.11082523105837
1.463590061408E12,-44.69659791633947,260.6025472812055,21.927141342979013,121.57197423019957
1.463590101406E12,-45.95213983127362,260.12452500758343,23.13831013607172,124.27755081029382
1.463590141406E12,-45.318480564790164,259.7064956235491,24.50873684638289,122.68550965887057
1.463590181406E12,-45.71407971110315,261.3525523821854,24.4623015764399,121.94569794541577
1.463590221406E12,-45.77386923201946,257.8058214488254,24.48838916634384,124.23808523292712
1.463590261406E12,-45.26219834689088,258.43327503118604,24.307229730277296,120.65292943459238
1.463590301406E12,-45.81998770526016,261.76116786742256,23.1947526117548,121.78841882374738
1.463590341406E12,-44.916566689865085,256.7195641193554,24.42232744700676,124.3836023148287
1.463590381406E12,-44.375573837260234,258.7550761701397,24.937026609626965,121.94687770010647
1.463590421406E12,-46.30314092167004,262.1778908190819,24.094532903852272,121.724904506464
1.463590461406E12,-45.666332849029985,258.328409501889,25.849595267840336,124.7911436980674
1.463590501406E12,-44.654399433733545,258.8979808196031,25.98269459012161,123.72109472830617
1.463590541406E12,-47.72363401315802,261.4348655974615,23.297080362036308,122.52218331691711
1.463590581446E12,-47.71258874287197,257.87610778657273,24.41783549019334,125.04617144299027
1.463590621446E12,-46.64110963515914,258.50545995307033,24.11466285835333,121.64929410511134
1.463590661446E12,-48.4272054112211,260.05158126529847,23.115639626845812,123.41730371946667
