Timestamp, IP5-H:Pos, IP5-H:Residuals, IP5-V:Pos, IP5-V:Residuals
NUMBER-POINTS 681
1.463588621286E12,16.629537620099146,170.60847483442922,32.08149798583245,166.4436578809171
1.463588661286E12,16.455395998888395,171.8832732220693,32.086755660456184,166.1677341219646
1.463588701286E12,16.413918350810306,171.36039297883292,31.48588193047663,166.12720611113932
1.463588741286E12,15.8655716597338,171.3784852697439,32.340422888988144,166.97867860438265
1.463588781287E12,16.745718719608508,171.37749406126665,31.88023756421125,167.2218022745089
1.463588821286E12,16.70886108895052,171.0767937267417,31.94974534570601,165.38622908828188
1.463588861286E12,16.982999188253764,171.25593419289322,31.739105239951492,166.1495424239554
1.463588901286E12,17.275132293286678,171.99451701175366,31.778316453876748,166.42336044528318
1.463588941286E12,16.927309054004386,172.2474785762405,30.855340954721697,166.0624305572916
1.463588981286E12,17.08881007259767,172.02998056437144,31.87298849344669,167.13862670635368
1.463589021326E12,15.853734554672242,171.5604387466118,31.751369643710607,167.33755101431518
1.463589061326E12,16.38638510433091,172.48193576912243,30.993413020069955,166.17749004612966
1.463589101326E12,16.637729122045002,171.52149860677127,31.6406723056308,165.17538342560843
1.463589141326E12,16.721659248067873,171.80733409328462,31.2067957135909,165.76008824846537
1.463589181326E12,16.776345224556582,172.2421855993492,31.14735238888705,164.81952689966036
1.463589221326E12,17.49867448119262,170.85310285226834,31.151129485500366,165.1570032392602
1.463589261326E12,19.52572092899111,171.9000368380032,30.466924823217827,166.0445100764466
1.463589301326E12,15.308903418743466,172.24491133631602,28.58293270080373,166.6607969227517
1.463589341326E12,16.021602648249356,171.5882236456194,28.26958546246779,166.35812179287055
1.463589381326E12,16.176263266947835,171.39330752037347,28.709889573800627,164.83988392292505
1.463589421326E12,16.70583353473909,171.52466858123668,28.54697302422502,165.7940013726312
1.463589461326E12,17.4049714643554,171.7229925300754,28.580887937913058,165.4424547048955
1.463589501366E12,16.980663767641342,171.8207337993371,28.56609868246275,165.67806291163103
1.463589541366E12,16.473567045490544,171.75708984234564,29.688668990992753,166.52971568057788
1.463589581366E12,15.940199118237565,171.62269279640842,29.420582646352475,166.9721492283538
1.463589621366E12,15.829198239102,172.07833935461807,28.762042517988117,166.59790428919322
1.463589661366E12,15.63428779699136,171.0656484551842,30.227950251764778,165.5962886453596
1.463589701366E12,15.65279971549149,171.20696397892746,29.746133563268813,165.08161025199723
1.463589741366E12,16.226375008479167,171.56954094297197,29.571977359605015,166.04315067932515
1.463589781367E12,16.432993366997415,171.8225825161417,29.638174124132792,165.79784850855918
