Timestamp,B1_H_L,B1_H_R,B1_V_L,B1_V_R,B2_H_L,B2_H_R,B2_V_L,B2_V_R
1463604989,-0.716158,-3.31932,-1.40741,-1.24074,2.53596,2.80333,1.23702,1.83723
1463604991,-0.230882,-3.41098,-1.57439,-1.41792,2.41919,2.54815,1.63809,1.61768
1463604993,-0.373753,-3.06631,-1.606,-0.811772,2.14755,2.61346,1.92456,2.48726
1463604995,-0.393658,-2.67328,-1.95092,-0.66214,2.13105,2.55806,1.56599,1.90291
1463604997,0.256524,-3.29823,-3.25659,-0.925836,2.30356,2.32698,1.7781,2.12231
1463604999,-0.6813,-3.57316,-2.48621,-1.15036,2.30784,1.78824,1.40114,1.96429
1463605001,-0.930087,-3.6364,-2.88332,-1.18092,1.96748,2.12507,1.3384,1.26442
1463605003,-0.565628,-4.02841,-2.20216,-0.528425,1.73535,2.11056,1.86841,1.86647
1463605005,-0.0955721,-3.52705,-1.66946,-1.07208,2.26736,2.64828,1.70406,2.47832
1463605007,-0.504383,-3.49772,-2.00032,-0.84226,1.90793,2.39605,1.57441,2.15226
1463605009,-1.1707,-3.28978,-1.95331,-1.07732,2.33952,2.34427,1.143,3.21318
1463605011,-1.21801,-3.59328,-2.15225,-1.12833,2.17427,2.25286,0.945078,3.18051
1463605013,-1.20457,-3.7175,-2.16737,-0.840868,2.47698,2.55985,1.11523,2.05339
1463605015,-1.71377,-3.72688,-2.21968,-0.534584,2.75553,2.69798,1.10138,1.4622
1463605017,-1.31007,-4.16955,-2.1482,-0.468235,2.48833,2.70583,0.600404,1.29359
1463605019,-1.01821,-3.70888,-1.53543,0.178224,2.21688,2.40816,1.6663,1.87012
1463605021,-1.82807,-3.86429,-1.75823,-0.779291,2.42548,2.57153,1.01165,2.7029
1463605023,-1.58902,-4.14546,-2.49028,-1.08635,3.01674,2.6174,0.98933,1.36449
1463605025,-1.37787,-4.30218,-2.19192,-1.172,2.39296,2.91989,1.14516,1.83471
1463605027,-1.68147,-3.7733,-3.12355,-1.27558,2.44249,3.00132,1.08417,1.14396
1463605029,-1.30253,-3.45979,-3.10109,-1.34766,2.23144,2.64613,1.56692,0.671246
1463605031,-1.7431,-3.57256,-2.72659,-1.66938,1.6952,2.45254,1.78678,0.445086
1463605033,-2.04441,-4.07332,-2.7713,-1.34082,1.93589,2.84618,1.40773,0.575541
1463605035,-1.76493,-3.15308,-3.02716,-1.04429,2.07423,2.44158,1.88313,1.33971
1463605037,-1.76646,-4.02079,-3.20056,-1.37387,1.54043,2.44245,1.57852,1.07595
1463605039,-2.12554,-3.98394,-2.72155,-1.42325,2.25841,2.54302,1.82586,1.61618
1463605041,-1.68457,-3.38379,-3.51615,-0.754661,1.79376,2.23067,1.71026,1.58448
1463605043,-1.57759,-3.47554,-4.78745,-0.914025,1.47412,2.3513,1.6578,0.808261
1463605045,-1.0368,-3.07866,-4.79252,-1.47754,1.94164,2.41544,1.68919,1.32012
1463605047,-0.866867,-2.53905,-3.58109,-1.29103,1.26878,2.26856,2.02761,1.77702
1463605049,-1.07736,-3.23851,-2.82432,-1.37262,1.65572,2.39131,2.0283,1.81694
1463605051,-1.46806,-3.31067,-3.54518,-1.90296,1.86351,2.07041,2.41718,2.02146
1463605053,-1.06595,-2.70929,-3.65997,-2.16806,2.203,1.76036,2.25758,1.40076
1463605055,-0.801823,-2.43518,-2.89071,-2.13736,2.75223,2.0765,1.8111,1.48997
1463605057,-1.83769,-2.87458,-3.15806,-2.31228,3.19371,2.01934,1.80301,1.71455
1463605059,-1.24986,-2.46335,-2.76028,-1.76181,2.79068,2.1786,1.69625,2.75905
1463605061,-1.19822,-2.6997,-2.21989,-1.36634,2.66748,2.33957,1.81901,2.57268
1463605063,-1.00661,-3.22507,-2.71034,-1.25292,2.99472,1.99794,2.24282,3.1634
1463605065,-0.959033,-2.79656,-3.66097,-1.70416,3.21691,2.35072,2.46885,3.33945
1463605067,-1.04132,-2.95549,-2.36893,-2.15827,3.38644,2.23915,1.5224,2.70602
1463605069,-1.11606,-3.29092,-2.32358,-1.64245,3.19776,2.49309,2.05901,3.39116
1463605071,-0.881413,-3.16671,-2.53965,-1.83706,3.57099,1.98913,1.4551,3.64481
1463605073,-1.20568,-2.9059,-1.60364,-1.00976,3.62257,2.10789,0.98198,2.68629
1463605075,-0.996008,-2.46736,-1.69387,-1.69617,3.65025,2.04234,0.735684,2.10519
1463605077,-1.01698,-2.91027,-2.02884,-1.44131,3.73387,2.01881,1.24836,2.65484
1463605079,-1.28103,-2.72894,-2.37804,-1.4252,3.79442,2.16159,1.30422,2.8628
1463605081,-1.09711,-2.44751,-2.01064,-1.84544,3.2691,2.14959,1.4906,2.36606
1463605083,-0.796571,-2.82537,-2.92642,-1.65387,3.06037,1.90255,1.62732,2.98538
1463605085,-0.928119,-2.42365,-2.43528,-1.84865,3.41719,1.98629,1.69201,2.46393
1463605087,-0.23579,-1.77212,-2.18647,-1.73495,3.6043,1.93555,1.04587,2.31801
1463605089,0.00333755,-1.83984,-1.90956,-2.1855,3.702,2.47444,1.5384,2.90307
1463605091,-0.836811,-2.40991,-1.2338,-2.16017,3.62855,2.07291,1.93806,2.16184
1463605093,-0.607347,-1.67671,-1.02343,-2.60409,3.38001,2.19815,1.71094,2.37124
1463605095,-0.722281,-2.28355,-1.52304,-2.27401,3.32667,2.12202,0.823277,2.72238
1463605097,-0.511558,-2.14169,-2.21582,-2.38131,3.50994,2.03213,1.54,2.47435
1463605099,-0.645946,-1.99472,-1.51763,-1.96607,3.36563,1.88646,1.24398,1.75711
1463605101,0.505344,-2.07233,-1.01535,-2.11025,3.41558,2.38443,1.32131,2.35715
1463605103,-0.478936,-3.08897,-2.33707,-2.58206,3.7917,2.7073,1.6129,2.82067
1463605105,-0.874277,-2.68531,-1.88047,-1.87816,3.16967,2.34463,2.09967,3.38958
1463605107,-0.264929,-2.27881,-1.76799,-1.5695,3.40676,2.72533,1.96846,3.20575
1463605109,-0.393357,-3.05658,-1.2219,-2.06117,3.65356,3.22985,1.87527,2.18574
1463605111,-0.00445448,-2.85812,-1.08583,-2.04006,3.40147,2.55973,1.17762,1.54103
1463605113,-1.15223,-2.8437,-2.40958,-2.13314,3.59508,3.04611,1.41953,1.34678
1463605115,-0.60438,-2.79312,-2.78583,-2.63775,3.90232,2.90735,1.4534,1.47232
1463605117,0.0145807,-2.34581,-2.82728,-2.80064,3.24895,2.60075,1.30547,1.11409
1463605119,-0.965646,-2.85926,-3.37886,-3.10767,3.26072,3.40381,1.39686,0.662394
1463605121,-0.800994,-2.29405,-3.30105,-2.72762,3.32059,3.468,1.32182,1.83553
1463605123,-0.745193,-2.22098,-2.47034,-2.79657,3.1024,3.24858,1.50202,2.92457
1463605125,-1.10999,-2.57852,-2.74427,-2.50364,3.10561,3.72281,0.81341,2.64106
1463605127,-0.288731,-2.03947,-2.2264,-2.57172,3.31799,3.35318,2.28811,2.1534
1463605129,-0.454709,-2.51559,-2.17384,-2.55127,3.60836,3.44989,1.872,1.86836
1463605131,-0.988259,-2.69086,-1.51364,-2.74005,3.80102,3.49588,1.97015,0.995521
1463605133,-1.24236,-2.4329,-2.24261,-2.73487,3.61745,3.01717,2.56606,1.79654
1463605135,-1.49064,-1.90217,-3.24165,-2.42736,3.8986,3.59865,2.04081,1.58503
1463605137,-1.62577,-2.24049,-3.27131,-1.42137,3.7751,3.24077,2.69071,1.7888
1463605139,-2.23366,-2.25103,-3.47066,-1.70021,3.46671,3.23865,3.37681,2.35617
1463605141,-2.67788,-2.66308,-2.85955,-1.8369,3.80609,3.63439,2.48189,2.25295
1463605143,-2.80249,-2.04141,-2.30999,-1.91235,3.93524,3.68903,2.67935,2.73432
1463605145,-2.41795,-1.90567,-2.86029,-2.11071,3.83407,3.49148,3.41504,2.1067
1463605147,-2.27661,-2.21783,-3.19621,-2.37496,3.84694,3.75399,3.04945,2.24517
1463605149,-2.30411,-1.70659,-2.95608,-2.38272,3.90154,3.43817,2.91255,2.00218
1463605151,-2.20408,-2.37326,-3.02136,-3.06533,3.8401,3.32414,2.87759,2.55044
1463605153,-2.291,-2.50764,-2.77439,-2.92159,3.889,2.99408,2.33119,2.1454
1463605155,-1.94098,-1.87417,-3.24867,-2.36267,4.02563,2.69845,2.18704,1.85925
1463605157,-1.26192,-1.79613,-3.07068,-2.33007,3.81709,2.80645,1.54248,1.67412
1463605159,-1.65167,-1.78915,-4.7164,-2.14976,3.99365,2.96196,2.36459,2.18761
1463605161,-1.37765,-1.28135,-3.75373,-2.2029,3.78968,2.3393,1.78625,1.64126
1463605163,-1.80512,-2.44797,-3.43808,-2.5216,3.93485,2.44893,1.40186,2.08012
1463605165,-2.00227,-1.64242,-3.67813,-2.52211,4.13524,2.33133,1.80081,2.72127
1463605167,-1.67598,-1.88351,-2.96775,-2.10221,3.938,2.28779,1.75247,2.30112
1463605169,-2.03134,-2.35443,-3.09084,-2.06179,4.068,2.18792,1.59079,2.7679
1463605171,-2.22952,-1.66815,-2.46244,-2.43426,4.41644,2.27105,2.23885,3.06549
1463605173,-1.5402,-1.52993,-2.86905,-2.41751,4.91835,2.31129,1.9813,3.45128
1463605175,-2.09558,-1.29991,-2.31628,-2.62415,4.85352,2.50965,2.24665,2.74162
1463605177,-1.68324,-1.28395,-2.96874,-3.06775,5.11727,2.47629,2.14211,3.017
1463605179,-2.2195,-2.04417,-2.24769,-2.06489,4.94281,1.86482,1.76413,2.59637
1463605181,-2.51252,-1.81908,-2.94354,-2.42113,5.13253,2.19021,1.44463,2.54194
1463605183,-2.43713,-1.6063,-2.66508,-2.10544,4.47365,2.25099,1.37551,2.72988
1463605185,-1.68233,-1.65816,-1.9846,-2.47602,4.78847,2.2613,1.86462,4.04961
1463605187,-2.59315,-1.48247,-2.20625,-1.96895,4.62435,2.45583,2.56216,4.3358
1463605189,-2.40244,-1.5252,-1.83973,-2.03078,4.25061,2.28923,2.89617,2.94458
1463605191,-2.0384,-1.68797,-1.12202,-1.80332,4.66575,2.24792,2.01168,2.11699
1463605193,-2.30671,-2.06118,-1.74544,-2.40603,4.72637,2.33231,1.52631,2.8385
1463605195,-2.00393,-1.99722,-0.77862,-2.32906,4.40678,2.7244,1.34849,3.19729
1463605197,-2.79045,-2.02894,-2.29273,-2.26237,4.64134,3.00996,1.79281,2.48714
1463605199,-2.21895,-1.52335,-2.12182,-2.14345,4.95297,2.64985,1.59435,2.06774
1463605201,-1.47748,-1.61201,-1.10048,-1.97299,4.54017,2.77562,1.73296,2.18818
1463605203,-1.98026,-1.98152,-0.940389,-2.28762,4.64469,3.06738,1.56028,2.6559
1463605205,-1.58041,-1.54999,-0.974465,-2.36726,4.58571,3.03924,0.904688,2.53442
1463605207,-1.42024,-1.03126,-0.981229,-3.136,4.71104,2.73815,1.20051,2.07162
1463605209,-1.95195,-1.60714,-1.44337,-2.26795,4.47561,3.00441,1.51913,2.20896
1463605211,-1.36403,-1.03824,-1.35218,-2.47846,5.00594,3.43305,2.18233,2.04736
1463605213,-0.929774,-1.73416,-0.995955,-2.58338,4.65037,3.3684,1.56745,2.23054
1463605215,-1.1644,-1.74791,-2.31881,-2.24608,4.86815,3.521,1.38806,1.81756
1463605217,-1.46362,-1.28231,-2.67274,-2.80138,4.45694,3.0118,1.32028,1.39335
1463605219,-1.57987,-1.57005,-1.45463,-2.56141,4.73209,2.83167,2.44809,2.77471
1463605221,-0.923061,-1.76538,-1.72675,-2.93556,4.48761,2.9804,1.88309,2.44591
1463605223,-0.334282,-1.71334,-2.27013,-2.76082,4.60606,3.28241,1.56786,1.9681
1463605225,-0.868683,-1.88933,-1.67076,-2.34287,4.56167,3.15226,1.5916,1.98434
1463605227,-1.36491,-1.81749,-2.19096,-2.38959,5.26721,3.61246,1.70377,2.02642
1463605229,-1.59317,-1.69862,-2.12608,-2.62424,5.3782,3.14111,2.17668,2.16299
1463605231,-1.19196,-1.25206,-2.29231,-2.48989,4.95094,2.6923,1.29846,1.73734
1463605233,-2.00531,-1.43387,-2.62265,-2.31549,4.53474,2.97928,1.71759,2.27134
1463605235,-1.59573,-1.26553,-2.16927,-2.93646,4.59343,2.77015,1.55207,2.44943
1463605237,-1.05209,-1.1849,-1.41219,-2.55182,4.96625,2.87548,1.82456,2.58582
1463605239,-1.16929,-1.65709,-1.72385,-3.19188,5.12475,3.37521,2.29499,2.49836
1463605241,-1.51736,-1.70447,-3.40815,-2.81533,4.93414,3.75364,1.42112,3.05267
1463605243,-1.21429,-1.69267,-2.44719,-2.68552,6.15325,5.15716,1.46707,3.37093
1463605245,-0.892198,-1.82577,-2.38766,-2.10513,7.70553,6.37157,1.42398,3.21183
1463605247,-1.94868,-1.77891,-2.70981,-2.18399,8.64499,7.5693,2.35894,3.75157
1463605249,-2.04304,-2.95588,-2.75756,-1.87653,8.35669,7.51334,1.16504,2.98725
1463605251,-2.36026,-2.64335,-2.76452,-2.17135,8.72571,7.57239,2.11038,2.4463
1463605253,-1.76878,-2.58916,-2.3049,-2.27718,8.79112,7.33257,2.32143,2.86503
1463605255,-2.20873,-2.69451,-2.51213,-1.80872,8.4551,6.70108,2.23423,2.61676
1463605257,-2.08842,-2.49094,-2.66489,-2.1397,7.55205,5.8703,1.7289,4.43852
1463605259,-2.43625,-2.34237,-2.92575,-1.75529,6.96547,5.09356,1.91067,5.14357
1463605261,-2.4425,-1.93826,-3.21911,-2.35504,6.08941,4.63182,1.28214,3.69828
1463605263,-2.11596,-1.41251,-3.56208,-1.6754,6.37631,4.37809,2.15973,4.21177
1463605265,-2.15075,-1.7423,-4.06154,-1.14323,6.19094,3.54928,1.96536,3.80015
1463605267,-1.97529,-1.4699,-3.36539,-0.98564,5.85908,3.85119,2.12165,3.03819
1463605269,-1.43312,-1.35226,-3.76531,-0.992648,5.81334,3.29317,1.56665,2.74933
1463605271,-2.13899,-1.81817,-4.41421,-1.36673,6.16215,3.73576,1.50051,2.60196
1463605273,-1.21473,-1.3013,-3.70438,-1.75929,5.93898,4.04184,1.45282,3.11249
1463605275,-0.45713,-1.77187,-4.116,-1.12076,6.1525,4.06171,1.76876,3.10237
1463605277,-1.5562,-1.78103,-4.03064,-1.12761,6.15933,4.03692,1.94154,3.75439
1463605279,-2.46599,-1.89789,-4.27843,-1.62939,6.03925,3.73212,1.58966,3.5583
1463605281,-2.56358,-2.04799,-3.50206,-1.62614,6.8794,3.89905,2.08871,3.50719
1463605283,-2.81735,-1.89477,-3.65237,-2.046,5.68782,3.28596,1.80572,3.6172
1463605285,-2.67521,-2.2755,-3.1624,-1.24071,6.16833,3.42958,1.90713,2.55521
1463605287,-2.91046,-1.77067,-3.20294,-1.545,6.66577,3.18601,2.22799,4.23205
1463605289,-2.35721,-1.66609,-3.28739,-0.815205,6.52489,2.71201,2.53115,4.3983
1463605291,-2.02883,-1.4044,-3.24687,-1.18928,6.03991,2.5369,1.83271,3.20077
1463605293,-2.22113,-2.24394,-3.96573,-1.51393,5.87912,2.13318,1.89403,3.8847
1463605295,-1.99372,-1.55116,-3.68666,-1.71466,4.79014,1.22503,2.0496,4.90819
1463605297,-1.78887,-1.05636,-3.31184,-1.4283,4.4204,0.678202,1.83122,3.03599
1463605299,-0.922671,-0.663411,-3.87341,-1.68924,3.58607,-0.197034,1.23359,3.38562
1463605301,-1.12655,-0.957935,-3.22989,-1.20639,3.30082,-0.431834,0.254283,2.97523
1463605303,-0.898483,-0.935453,-3.52429,-2.1616,3.66485,-0.502293,0.433141,3.63617
1463605305,-0.633364,-0.92428,-3.21922,-1.77302,2.89928,-0.552068,1.03493,2.79556
1463605307,-0.964308,-0.527034,-3.11264,-1.24784,3.08706,-0.285476,0.367304,2.61475
1463605309,0.119431,-0.279658,-2.49809,-1.62326,3.46295,-0.111517,0.925192,2.59737
1463605311,-0.981126,-0.496903,-2.60946,-1.66172,3.80895,0.506693,1.06907,2.42312
1463605313,-0.71446,-1.49239,-1.80694,-1.91868,4.5242,1.14108,1.46463,1.76442
1463605315,-1.2364,-1.90568,-1.71981,-1.99709,4.54331,1.42113,1.31209,2.48841
1463605317,-2.06262,-2.1696,-2.3783,-1.29471,4.6648,1.78424,1.55004,2.99007
1463605319,-1.87356,-2.03529,-3.01732,-1.46978,5.19966,2.27865,0.940702,2.52315
1463605321,-1.65037,-2.26013,-1.89053,-1.29516,4.92551,1.76439,0.624599,2.13074
1463605323,-1.99793,-1.90442,-2.78532,-0.660102,5.66663,2.71542,1.08481,2.44907
1463605325,-2.02146,-1.52337,-2.62232,-1.23017,5.43883,2.56728,1.06148,2.40319
1463605327,-1.85006,-1.59106,-2.64504,-1.11758,6.02687,2.91029,0.438908,2.34363
1463605329,-1.33459,-1.29876,-2.64025,-1.73845,5.73721,3.31108,1.11972,1.38769
1463605331,-2.065,-1.71759,-2.59167,-1.77364,6.06853,3.35892,1.33688,2.06095
1463605333,-2.3643,-2.45802,-1.56483,-1.82535,5.90416,3.76117,1.77429,1.34307
1463605335,-2.24908,-0.833338,-3.00856,-1.55574,6.19348,3.86612,1.54601,2.13304
1463605337,-2.04882,-0.624795,-2.0443,-1.41374,6.03467,4.20635,0.920796,1.64481
1463605339,-1.16945,-0.604173,-1.59213,-1.73199,6.18657,4.37436,1.70309,1.28936
1463605341,-1.10663,-0.678987,-2.28188,-1.29504,6.68297,4.34894,1.35473,1.33928
1463605343,-1.09178,-1.28684,-2.71128,-2.27612,6.71729,4.91378,1.45145,1.20058
1463605345,-1.45932,-1.41142,-1.93976,-1.79462,6.48493,5.58983,1.84314,1.77077
1463605347,-0.734398,-1.76285,-2.26873,-1.87117,6.41761,5.01988,1.65141,1.84658
1463605349,-0.261479,-1.62127,-2.97919,-2.03489,6.24531,5.30065,1.60712,2.45068
1463605351,-0.888537,-2.34257,-3.49384,-1.76944,6.13812,5.31899,1.55245,2.92617
1463605353,-1.26867,-1.20982,-3.5728,-1.27427,6.5819,5.29075,1.04682,1.83855
1463605355,-1.44097,-2.04453,-4.02826,-1.27747,7.42523,6.02322,0.669023,2.3298
1463605357,-1.20548,-2.31124,-3.66429,-1.3647,7.26416,5.65269,1.45595,2.24313
1463605359,-0.939125,-1.96578,-3.86674,-1.28796,7.05074,5.39905,1.36439,3.82048
1463605361,-1.94203,-2.45763,-4.73914,-1.58786,6.78833,5.40178,1.87856,3.1151
1463605363,-1.73944,-1.81599,-3.74346,-2.02105,6.67418,4.62094,1.93173,1.94748
1463605365,-0.854893,-2.34797,-3.26529,-2.18987,6.88136,4.79504,2.008,2.4041
1463605367,-1.38969,-2.07607,-2.65767,-1.57793,7.10027,4.93108,2.36152,2.90695
1463605369,-1.29634,-2.48573,-2.91314,-1.71106,7.33539,4.96375,1.98188,2.29396
1463605371,-1.31765,-2.62152,-3.25114,-1.88449,7.00913,4.94651,1.45071,2.65069
1463605373,-1.36647,-2.06182,-3.30154,-1.84842,6.50568,4.3793,1.47839,3.90372
1463605375,-0.975199,-2.54113,-3.17376,-1.74058,6.80645,4.16393,1.69736,3.69288
1463605377,-0.585268,-2.05177,-3.46424,-1.74442,7.03994,4.30026,1.68922,4.38648
1463605379,-1.23072,-1.6217,-3.06566,-0.998005,6.67801,4.22824,1.71906,2.9098
1463605381,-1.53835,-1.72766,-4.36239,-0.947992,7.04117,3.92925,1.25423,2.94613
1463605383,-1.40037,-1.71697,-3.78363,-1.15281,7.41649,4.14794,1.86244,3.01547
1463605385,-0.972804,-1.41258,-3.69889,-1.58061,6.99491,3.91577,1.66081,3.32855
1463605387,-0.657475,-1.97235,-4.43981,-2.09497,7.25568,3.77434,1.76372,4.33802
1463605389,-1.1391,-1.78452,-4.2397,-1.57783,7.26657,3.99667,2.02272,3.44605
1463605391,-1.38891,-1.86044,-4.70937,-1.52556,7.35559,3.92422,1.70163,4.1378
1463605393,-1.22597,-1.565,-4.09429,-2.03667,7.27127,3.71662,1.80208,4.29991
1463605395,-1.51109,-1.88174,-4.03551,-1.0913,7.4966,3.75743,1.94847,3.8372
1463605397,-1.47284,-1.11606,-3.68859,-1.37742,7.13883,3.17044,1.67494,3.72536
1463605399,-1.1636,-1.15258,-3.65235,-1.4815,7.60038,3.45744,1.39156,4.24739
1463605401,-1.09374,-1.61258,-3.54687,-1.27087,7.3596,3.55641,1.43958,4.09822
1463605403,-0.68927,-1.35899,-3.57545,-2.27929,6.7062,3.57974,1.41505,3.67176
1463605405,-1.12881,-1.36084,-3.21352,-1.68364,6.84085,3.31705,1.58942,3.63437
1463605407,-1.15313,-1.61954,-4.37507,-1.37002,7.28225,3.18292,1.23391,3.96831
1463605409,-0.835943,-1.24162,-3.77394,-1.29961,6.84407,2.80814,1.96347,3.80808
1463605411,-1.11187,-1.35365,-4.04427,-0.855332,6.73876,2.96028,1.78389,3.91072
1463605413,-1.02542,-1.70393,-3.17399,-0.852918,6.7848,3.20769,1.80643,4.2045
1463605415,-1.50647,-1.52104,-3.02288,-0.547949,7.05891,3.01978,1.94714,4.94293
1463605417,-0.899264,-1.70195,-3.93341,-1.37171,6.85797,3.25809,1.99538,3.91896
1463605419,-0.187955,-1.3423,-2.6332,-0.755934,6.03397,3.2202,2.104,4.35937
1463605421,-0.0603234,-1.46791,-2.89409,-1.57607,5.88926,2.75372,1.76559,4.14107
1463605423,-0.669257,-1.99143,-2.5712,-1.0598,6.05183,2.66753,1.80514,4.18723
1463605425,-0.222233,-2.48521,-1.31656,-0.465691,5.92172,2.28444,1.86273,4.01428
1463605427,-0.860119,-2.36811,-2.04781,-0.839184,6.17131,2.20179,1.47466,4.61294
1463605430,-0.270546,-1.4847,-2.58127,-1.4031,6.1056,2.52008,1.04812,4.00543
1463605432,-1.16303,-1.52379,-2.60848,-0.736683,6.45098,3.19727,0.971467,3.69259
1463605434,-0.0901353,-1.28416,-2.947,-1.04364,6.19959,2.78009,1.28054,3.76769
1463605435,-0.702275,-1.0632,-2.53106,-1.15471,6.95587,2.87627,2.03667,3.8618
1463605438,-1.24724,-1.95483,-2.47407,-1.27574,6.95943,2.84025,1.46225,4.25023
1463605440,-0.657948,-1.69559,-1.8535,-0.97863,7.20454,3.20571,2.18499,4.90846
1463605442,-0.531929,-1.75002,-2.54582,-1.01006,7.34909,3.1388,1.57613,4.84308
1463605444,-0.2427,-1.10597,-3.13199,-1.19327,6.89083,3.32582,1.01708,4.85868
1463605446,-0.302972,-1.08994,-2.98366,-1.08757,7.61167,2.98165,1.65953,4.41786
1463605448,-0.392744,-1.20572,-2.96423,-1.28711,7.3998,3.27581,1.21092,4.07798
1463605450,-0.256711,-1.0524,-3.12933,-0.954819,7.47759,2.94529,1.49982,4.66264
1463605452,-0.59171,-1.51179,-2.3453,-1.48898,7.43236,3.03294,1.30938,3.9463
1463605454,-0.47399,-1.75462,-1.67517,-0.76952,7.34414,2.99796,1.61375,3.50209
1463605456,-0.762019,-1.88828,-2.1795,-0.755772,7.42889,3.43514,1.29222,3.11551
1463605458,-0.322002,-1.90307,-2.1338,-1.10092,7.64497,3.57005,1.37828,3.91305
1463605460,0.316115,-1.93952,-2.06755,-0.114822,7.68102,3.82907,1.08325,3.50039
1463605462,-0.523105,-1.88384,-2.19385,-0.636899,7.88808,3.85755,1.30378,3.15473
1463605464,-0.645013,-2.08326,-3.11103,-0.743725,8.06298,3.77686,0.98479,2.59051
1463605466,-0.535648,-2.06181,-2.76473,-0.658731,7.77778,4.4157,0.60916,2.3439
1463605468,-0.238566,-1.67395,-2.19313,-1.13642,7.91988,4.01238,1.34779,2.64087
1463605470,-0.39562,-1.59869,-2.38183,-1.13081,7.8723,4.20527,1.39553,2.95207
1463605472,-0.859411,-2.10826,-2.75358,-1.23023,8.35461,4.69954,1.44812,2.98745
1463605474,-0.546916,-1.13128,-3.20022,-0.987247,7.27969,3.89708,1.55317,2.50088
1463605476,-1.02328,-1.06203,-3.65774,-0.799839,7.60223,4.78863,1.54447,2.68581
1463605478,-0.725996,-0.614955,-4.22714,-1.52358,7.09395,4.3231,1.46835,1.75672
1463605480,-0.174639,-0.967042,-4.44556,-1.24968,7.13681,3.80315,1.59795,2.14984
1463605482,-0.132781,-1.16631,-3.96682,-1.11653,7.27426,5.04908,1.89822,2.20411
1463605484,0.270588,-0.742089,-3.25764,-0.51796,7.42455,4.64866,1.08875,2.57406
1463605486,0.0480278,-0.994035,-3.40259,-0.994163,7.30674,5.10765,1.40589,2.93364
1463605488,0.3698,-0.695015,-3.53938,-1.31878,7.3081,4.50525,1.68207,2.93657
1463605490,-0.268053,-0.887487,-3.73828,-1.49571,7.94778,4.72922,2.15779,4.147
1463605492,0.0913596,-1.4576,-4.02957,-1.45139,8.32753,4.76284,1.89615,3.48719
1463605494,0.228964,-1.47174,-3.54284,-0.951331,8.38496,4.81962,1.85967,3.9703
1463605496,0.0508745,-1.35461,-3.91641,-0.461269,8.28596,4.89027,1.71334,3.3403
1463605498,0.109818,-1.66396,-3.30801,-1.01761,8.24361,4.4442,1.95416,3.7754
1463605500,0.750891,-1.41263,-4.05757,-1.62118,8.28343,4.78489,1.25716,4.08745
1463605502,-0.458946,-1.40599,-3.68727,-1.61092,7.82536,5.21542,1.55248,3.56508
1463605504,-0.970902,-1.07935,-4.71314,-1.55933,8.28751,5.35287,2.03822,4.74833
1463605506,-0.320074,-0.896429,-3.56305,-1.28472,8.33523,5.31679,2.37982,5.68186
1463605508,-0.440354,-1.44128,-3.8016,-1.30669,8.49983,4.82,1.90515,5.84864
1463605510,-0.270683,-1.00059,-3.81803,-1.3261,8.35722,4.84727,1.68378,4.23296
1463605512,-1.05836,-0.215934,-3.68554,-1.29827,8.82496,5.22678,1.81994,4.08769
1463605514,-0.830909,0.0627723,-3.96736,-0.460097,8.69228,4.75112,0.889544,4.60434
1463605516,0.103209,-1.39601,-4.88142,-1.58568,8.96795,4.86746,0.888107,4.25946
1463605518,-0.469166,-1.0831,-4.07239,-1.89601,8.97725,4.79222,1.18954,4.89672
1463605520,-0.958585,-1.47126,-4.41223,-2.149,9.08699,4.75902,1.15479,4.32387
1463605522,-1.44947,-1.38206,-4.08303,-1.61706,8.7853,4.55374,1.29051,3.95949
1463605524,-0.53237,-2.12207,-3.56602,-1.79166,8.30557,4.93446,1.40626,3.40266
1463605526,-0.829055,-1.32143,-2.9615,-1.03421,8.56834,4.27472,1.65784,4.3015
1463605528,-0.537258,-1.25523,-3.32527,-1.32276,8.42247,3.98233,1.60521,4.5263
1463605530,-0.556763,-0.488427,-2.7224,-0.632071,8.62906,4.27045,1.24002,4.9423
1463605532,-0.70722,-0.611,-2.07178,-0.979572,8.65518,4.29938,1.23055,5.47614
1463605534,-0.699858,-1.70163,-2.48764,-1.38636,9.02636,4.24351,1.93625,5.08665
1463605536,-1.12426,-1.54604,-1.24868,-1.20409,8.88229,4.22639,1.30103,4.28339
1463605538,-0.72333,-1.67267,-2.7393,-1.06405,8.86304,4.05981,0.896859,3.69895
1463605540,-1.30861,-1.53041,-2.772,-1.84294,9.00974,4.12588,1.12999,3.13564
1463605542,-1.44321,-1.34965,-3.66717,-1.05586,8.73776,4.08549,1.99346,3.721
1463605544,-1.11677,-2.21517,-2.52617,-0.930327,9.01935,4.02693,1.63012,3.45542
1463605546,-1.73847,-1.01416,-3.16681,-1.73037,9.03721,4.22624,1.07298,3.57991
1463605548,-1.4958,-1.02655,-2.51776,-1.19847,9.17796,4.65416,1.52236,4.26595
1463605550,-1.29264,-1.17047,-2.93618,-1.38427,9.0578,3.84564,1.52918,4.48456
1463605552,-1.41007,-1.37741,-2.75511,-1.3797,9.07771,4.19441,0.918259,4.01089
1463605554,-0.792568,-1.58596,-3.16049,-1.67699,8.82084,4.17768,1.55909,4.45694
1463605556,-1.22688,-1.51815,-3.35539,-0.792038,9.56388,4.30206,1.12678,4.64962
1463605558,-0.707633,-1.09036,-3.82331,-0.892569,8.82992,4.60892,0.981767,4.25072
