Timestamp,B1_H_L,B1_H_R,B1_V_L,B1_V_R,B2_H_L,B2_H_R,B2_V_L,B2_V_R
1463605560,-0.655686,-1.05939,-3.07719,-0.801641,8.92688,4.55971,1.36103,4.18814
1463605562,-0.586561,-0.915838,-4.04934,-0.352459,8.8596,5.07136,1.56177,4.15777
1463605564,-1.11903,-0.877739,-3.74127,-0.379655,9.26621,4.7553,0.903853,3.13714
1463605566,-0.583658,-1.14373,-3.36404,-0.505015,9.40764,4.72942,2.12345,3.17126
1463605568,-0.815773,-1.46538,-3.46315,-0.894005,9.17101,5.02878,1.93739,2.9925
1463605570,-0.912462,-1.18601,-2.83959,-1.46209,8.85214,4.84498,1.65207,3.78656
1463605572,-0.383109,-1.51961,-3.4617,-1.27182,8.67802,5.07118,1.76058,2.67593
1463605574,-1.1367,-1.55016,-3.26629,-1.76301,8.90603,5.09974,1.64242,3.26904
1463605576,-0.853417,-1.81716,-2.86828,-1.67893,8.54589,5.31554,2.20306,4.41447
1463605578,-0.488558,-1.78248,-3.11538,-2.16634,8.20144,5.62499,2.04647,3.20094
1463605580,-0.419394,-1.79833,-3.39956,-1.49726,8.19547,5.99713,2.27845,3.28182
1463605582,-0.60055,-2.35068,-2.76311,-1.28101,7.79974,6.13483,2.09674,3.33507
1463605584,-0.458994,-2.35919,-3.11496,-1.61639,7.72804,5.80995,1.61753,3.05204
1463605586,-1.39817,-2.63189,-3.32123,-1.76644,7.84601,6.0104,1.7611,3.62723
1463605588,-1.37641,-2.44286,-3.81345,-1.69554,7.21754,5.488,1.29653,3.64239
1463605590,-1.52496,-2.51476,-3.17134,-1.2219,6.96656,5.71354,1.80204,3.64736
1463605592,-1.50192,-2.32039,-3.79927,-1.00188,7.00904,4.79832,1.41862,3.4874
1463605594,-2.31151,-2.83687,-4.60853,-1.505,7.00456,5.99976,2.25019,3.50339
1463605596,-1.69343,-2.45054,-5.58329,-1.56988,6.31346,6.02571,1.82134,3.1274
1463605598,-1.48389,-2.93943,-5.82349,-1.7862,6.5038,5.67566,1.36097,3.28243
1463605600,-1.36014,-2.79919,-4.80398,-1.64775,6.3195,5.59773,0.874913,2.44681
1463605602,-2.05967,-2.45373,-5.02307,-1.47061,6.46912,5.50279,2.35681,3.03523
1463605604,-1.67789,-2.62408,-3.97898,-1.20706,6.40346,5.38769,1.99311,3.03653
1463605606,-2.37253,-2.86188,-4.12245,-1.5132,6.37452,5.40069,2.18055,2.70953
1463605608,-2.3732,-2.91069,-4.10043,-1.1076,6.64186,5.49158,1.37504,3.52339
1463605610,-2.43926,-2.85522,-4.60883,-1.5293,6.54655,5.5695,1.55725,4.34216
1463605612,-2.48301,-2.66257,-3.60519,-1.07074,6.4117,4.92843,1.24735,4.02048
1463605614,-2.06368,-2.39962,-4.19684,-1.06246,6.2708,4.82708,1.63183,2.72745
1463605616,-1.84873,-2.33016,-3.87891,-1.04916,6.07523,4.84196,1.62803,2.74167
1463605618,-2.30827,-2.83872,-3.91271,-1.34083,5.96741,4.75135,1.49146,3.19486
1463605620,-2.53897,-2.87091,-3.71091,-1.97204,6.4002,4.72913,1.09061,3.49182
1463605622,-2.63037,-2.85498,-5.38684,-1.74139,6.53396,4.72788,1.09649,2.82236
1463605624,-2.73394,-2.95423,-4.48512,-1.9869,6.04055,4.95601,1.23571,3.53508
1463605626,-2.4737,-2.63537,-4.25888,-2.07445,6.74615,5.1018,0.966891,3.83942
1463605628,-2.41306,-2.75644,-3.55977,-1.99201,6.63998,4.9996,0.744776,3.39224
1463605630,-2.2681,-2.49615,-3.51959,-2.02825,6.27945,4.48535,1.23258,4.83293
1463605632,-2.54965,-1.96185,-3.1658,-2.31415,6.49964,4.95117,1.46487,3.20629
1463605634,-2.11986,-2.13477,-2.50015,-2.2081,6.22949,4.36083,1.52821,3.2667
1463605636,-2.354,-2.71324,-2.7067,-2.62293,6.2083,4.47145,1.65017,3.83695
1463605638,-2.66818,-2.81329,-3.34595,-2.024,6.48984,4.42117,1.83926,2.62769
1463605640,-2.81805,-2.47773,-3.68836,-2.20423,6.58997,4.87839,2.31109,3.51721
1463605642,-2.59784,-2.31873,-3.2653,-1.81099,6.39006,4.70556,1.61461,3.63896
1463605644,-2.25011,-2.68517,-3.2228,-1.46703,6.40809,4.74266,1.54964,3.53793
1463605646,-1.81148,-2.92396,-2.70983,-1.42358,6.76775,4.05742,1.44561,4.43066
1463605648,-2.08778,-3.0542,-2.9481,-1.10067,6.56368,4.432,1.49257,5.32859
1463605650,-2.37655,-2.85215,-2.60417,-1.11048,6.76346,4.78197,1.24659,4.49286
1463605652,-2.24878,-3.55958,-2.33374,-1.18966,6.21294,3.68094,1.52257,3.93589
1463605654,-2.28881,-3.40353,-1.84502,-1.13069,6.25113,4.41222,1.59622,3.14628
1463605656,-1.97921,-2.83923,-1.99945,-0.730278,5.68499,3.50341,1.62274,3.52305
1463605658,-1.6366,-3.0679,-2.9992,-1.29227,6.60785,4.17464,1.62563,3.83842
1463605660,-1.44222,-3.03449,-2.84578,-1.46464,6.88803,3.96132,1.72674,2.45209
1463605662,-1.91439,-2.99311,-3.19856,-1.85686,6.86908,4.92938,1.35854,2.60905
1463605664,-1.81481,-2.73986,-2.55315,-1.28864,6.53083,4.18043,1.07178,2.36868
1463605666,-1.43152,-2.32165,-2.16961,-1.56001,6.33701,5.14389,1.20885,1.86562
1463605668,-1.18835,-2.5087,-3.27192,-1.80665,7.04818,4.47378,1.05722,1.97934
1463605670,-1.69752,-2.17273,-2.7512,-1.68258,6.82884,4.48792,1.93803,2.27623
1463605672,-1.61421,-2.63516,-4.31491,-2.40092,6.69466,4.51594,0.773679,2.31873
1463605674,-1.47468,-1.97208,-3.3558,-2.20741,7.29939,4.71968,1.08736,2.66787
1463605676,-1.85716,-1.86888,-2.20744,-2.52486,6.80406,4.90539,1.45467,3.90623
1463605678,-0.922308,-1.86318,-2.70202,-2.36956,7.24223,4.8087,0.634475,3.46461
1463605680,-1.58732,-2.03254,-2.83899,-1.36195,6.86267,5.13365,0.629382,4.32647
1463605684,-0.13935,-0.216669,-0.0383165,-0.494075,-0.0647546,-0.371918,-0.0340972,-0.431713
1463605686,-0.175076,-0.0687149,-0.473859,-0.252202,0.483545,-0.314808,-0.108467,-0.0603285
1463605688,0.210272,-0.600109,0.457063,-0.129006,0.272442,-0.0600059,0.418187,-0.744748
1463605690,-0.13063,-0.0851829,-0.488795,-0.13876,0.307895,-0.420838,0.746426,-0.909687
1463605692,0.400673,-0.246859,0.0532791,-0.556132,0.255835,-0.250734,0.494293,-0.60355
1463605694,-0.174359,-0.294562,0.1508,0.136907,0.139617,-0.244638,-0.370991,-1.08636
1463605696,-0.631322,-0.662877,-0.355168,-0.309829,0.22029,-0.159473,0.52675,-0.868619
1463605698,-0.38955,-0.527263,-0.916284,-0.265616,-0.0492606,-0.465415,-0.537944,-1.46219
1463605700,0.168288,-0.401338,-1.15038,0.376052,0.309233,-0.138792,-0.0972349,-0.785523
1463605702,0.178198,-0.460402,-1.06228,-0.553073,0.0775619,-0.399992,0.124174,-0.826447
1463605704,0.265461,-0.643417,-1.31776,-0.385085,0.568855,-0.539536,0.188106,-0.426153
1463605706,-0.345078,-0.611883,-1.33421,-0.78712,0.322779,-0.625076,-0.47865,-0.891243
1463605708,-0.102755,-0.368077,-1.09763,-0.799009,0.704927,-0.515033,0.283288,-0.852779
1463605710,-0.315053,-0.612055,-0.642476,0.0312879,0.259036,-0.399236,0.0904076,-1.8452
1463605712,0.101016,-0.434896,-1.73082,0.167177,0.158828,-0.313858,0.22842,-2.05041
1463605714,-0.243156,0.138132,-0.765228,0.144784,0.173216,-0.0211086,0.374516,-1.80244
1463605716,-0.352605,-0.215435,-1.10277,0.0872747,-0.0431863,0.054084,1.0382,-2.5135
1463605718,-0.383333,0.0643714,-0.106078,0.0618459,0.021492,-0.246419,1.32098,-1.23738
1463605720,-0.875194,-0.0220292,-0.0566189,0.272261,0.0701062,-0.490428,1.82528,-1.2839
1463605722,-0.512735,-0.0534275,0.240975,0.00648905,-0.19687,-0.34413,1.42297,-2.10198
1463605724,-0.277537,0.291258,-0.566401,0.0276536,0.164362,-0.0379031,0.995744,-2.40949
1463605726,-0.474758,0.00805916,-0.984453,-0.168043,0.577354,0.325498,1.03793,-2.98662
1463605728,-1.31995,-0.309214,-0.538994,0.149879,0.75459,0.233309,0.910866,-3.38926
1463605730,-0.836019,-0.237551,-0.381826,0.418699,1.04324,0.417893,1.26797,-3.22006
1463605732,-0.807044,-0.725717,-0.474614,-0.229566,0.286311,0.205916,0.627832,-3.4678
1463605734,-0.735822,-0.517223,-0.0197967,0.519002,0.527355,0.343938,-0.244824,-2.76193
1463605736,-1.14,-0.748331,0.57159,0.222203,0.662842,0.92512,0.835411,-2.96122
1463605738,-1.39888,-0.605733,0.115965,0.0653742,0.0653569,0.404685,0.701673,-2.25635
1463605740,-0.895559,-0.716659,-0.957032,-0.394965,0.357638,0.83913,1.47617,-0.769139
1463605742,-0.903629,-0.806156,-0.518752,0.133759,-0.315663,-0.00340466,1.11893,-1.6693
1463605744,-1.31391,-1.33415,0.0530493,0.22173,0.0693022,0.514269,1.35462,-1.39669
1463605746,-1.53771,-1.26907,0.705814,0.71232,-0.269784,0.300616,0.408064,-1.1899
1463605748,-1.15115,-1.67457,0.528079,0.138776,-0.401626,-0.173471,1.30634,-0.49442
1463605750,-1.06814,-1.09202,0.270993,-0.576392,-0.560236,-0.422271,1.01683,-1.42989
1463605752,-0.209091,-1.40466,0.929728,-0.0956977,-0.435956,-0.374574,1.13665,-0.956661
1463605754,-0.462989,-1.15468,0.401091,-0.36839,-0.888238,-0.896632,0.931558,-0.848996
1463605756,-0.917867,-1.47352,0.401489,-0.567772,-0.472489,-0.963987,1.14451,-0.445285
1463605758,-0.298926,-1.03497,0.289995,0.27541,-0.777159,-1.17443,1.12593,-0.980304
1463605760,-0.111405,-0.799607,0.445418,0.24843,-0.418383,-1.70822,1.08476,-0.0759066
1463605762,-0.597122,-0.0634939,0.281634,0.264288,-0.228159,-1.81962,0.674879,-0.146162
1463605764,-0.952691,-0.0392886,-0.0837384,-0.250407,-0.142659,-1.14593,0.112229,-1.02534
1463605766,-0.309857,-0.238508,-0.434631,-0.38208,-0.66944,-1.46374,-0.05241,-0.95907
1463605768,-0.943069,-0.331474,-0.17516,-0.193725,-0.656282,-1.2616,0.402966,-0.519725
1463605770,-1.05555,-0.015436,-0.544067,-0.0239012,-0.336333,-1.297,0.367149,-0.23198
1463605772,-1.02823,-0.747122,-0.00663787,0.612711,-0.666895,-1.4599,0.859165,-0.5081
1463605774,-1.00993,-0.829098,-0.393384,0.680022,-0.888628,-1.63535,0.218478,-1.05216
1463605776,-0.995793,-1.28774,0.273405,0.584741,-1.05953,-1.68042,0.720403,-1.26195
1463605778,-2.09629,-1.53341,0.133119,0.772715,-0.674986,-1.3443,0.508427,-0.709935
1463605780,-2.25059,-1.36748,1.12539,0.336244,-0.0475016,-1.43523,-0.0247916,-0.149341
1463605782,-1.75168,-1.49227,0.206247,0.0346288,-0.264958,-1.0898,0.69047,0.344895
1463605784,-1.38988,-1.11343,-0.348141,-0.585107,0.146419,-0.933997,0.0768239,-0.152363
1463605786,-0.873638,-0.857665,0.1923,-1.14942,0.236465,-0.866086,-0.0833062,0.031345
1463605788,0.247766,-0.368461,-0.738138,-0.481571,-0.274304,-1.0457,0.364599,-0.978513
1463605790,0.26497,-0.645485,-0.223611,-0.365111,-0.78741,-1.19133,0.604157,-0.468125
1463605792,-0.262904,-0.928604,0.0892619,-0.186026,-0.549862,-0.885682,-0.0932197,-0.722321
1463605794,-0.881147,-1.00939,-0.00225944,-0.34474,-0.831167,-0.72587,0.965642,-0.488176
1463605796,-0.351874,-0.902216,-0.0742646,0.368404,-1.27331,-0.905188,1.09205,-0.497724
1463605798,-0.0140108,-1.21017,-0.440433,0.00513857,-0.597628,-0.575763,1.51635,0.370192
1463605800,0.509463,-0.670073,-0.268595,-0.169526,-1.21525,-0.605015,1.50969,-0.141868
1463605802,0.467434,-1.39113,-0.471042,-0.321092,-1.07801,-0.684441,1.86007,-0.785177
1463605804,-0.0642301,-1.8175,-0.328368,0.0809802,-1.36878,-0.712482,1.99029,-0.361489
1463605806,-0.67163,-2.38392,0.515914,-0.0170233,-1.40116,-0.932594,2.25639,-0.230225
1463605808,-0.242507,-2.57678,0.661519,0.515776,-1.09483,-0.281969,2.12178,-0.20625
1463605810,0.362623,-2.52019,0.498852,1.17049,-0.667071,0.0144163,1.47147,-0.351076
1463605812,0.777663,-3.05255,0.552704,0.0691011,-1.03551,-0.0412172,2.40579,-0.68027
1463605814,0.724958,-3.04369,0.742036,0.323467,-0.968022,-0.687886,2.36087,-0.686235
1463605816,1.01291,-2.37825,0.794497,0.750815,-1.38525,0.172281,2.1883,-1.01225
1463605818,1.07765,-2.88452,0.583142,0.501588,-0.892337,0.417463,2.05528,-1.21634
1463605820,1.12953,-3.09448,1.29734,0.440088,-1.12133,0.644532,2.49246,-1.87809
1463605822,0.577917,-3.60168,0.471539,1.00146,-1.33639,0.121951,2.0691,-1.44056
1463605824,1.25617,-3.84978,1.07417,0.231601,-1.25033,0.470631,2.03769,-2.05327
1463605826,0.819359,-3.71092,1.12416,0.720841,-1.23182,0.553542,2.91849,-1.99304
1463605828,1.05289,-3.90205,1.62641,0.423808,-1.2233,0.39501,2.24383,-0.881095
1463605830,1.3455,-3.5272,1.51167,0.377759,-1.31713,0.437894,2.50355,-1.0625
1463605832,0.910999,-3.73778,1.31059,0.243527,-1.17123,0.548471,3.31852,-1.04874
1463605834,0.367993,-3.93036,2.0213,0.928568,-1.1606,0.113369,2.81427,-2.73997
1463605836,0.865274,-3.87652,2.27712,0.767122,-1.20588,0.763738,2.42449,-2.3089
1463605838,0.731857,-3.82199,2.48289,1.02999,-0.88865,0.764171,2.64854,-1.51106
1463605840,0.506377,-3.41892,2.24771,0.934218,-1.01226,1.01035,2.25546,-1.77744
1463605842,0.361709,-4.37673,2.04549,1.47505,-0.967816,1.05568,3.20022,-1.8488
1463605844,1.53553,-4.29541,2.77688,1.95415,-0.93079,1.1641,2.18161,-2.17626
1463605846,1.67619,-4.02125,2.3238,1.16045,-1.37489,1.16774,2.18224,-2.65787
1463605848,2.18112,-3.80866,2.45499,1.63146,-1.55025,1.21301,2.53952,-2.11815
1463605850,0.939234,-3.94694,2.33944,1.2476,-1.16956,1.98877,2.61253,-2.26203
1463605852,1.31147,-4.01534,2.8853,1.36065,-1.60742,1.75584,2.0406,-2.14612
1463605854,1.19574,-4.12037,2.85465,1.13883,-1.27785,1.55862,3.02864,-1.5676
1463605856,0.644809,-4.27343,1.69815,1.23663,-0.991251,1.48798,2.62759,-1.83234
1463605858,1.39403,-3.87909,2.34561,0.972624,-1.46494,1.74719,2.16645,-1.13612
1463605860,1.47567,-3.74586,3.33349,2.64961,-1.30745,1.17274,2.01468,-1.43857
1463605862,1.4621,-4.04525,2.87563,1.43567,-1.13018,1.43736,2.8184,-0.557899
1463605864,0.428719,-4.49124,2.47815,1.35664,-1.2324,0.830151,2.69231,-0.691411
1463605866,0.684376,-4.24405,2.55609,1.56917,-1.02586,0.844749,3.06426,-1.33026
1463605868,1.22847,-4.74994,2.93826,1.89145,-1.37349,0.78254,3.38457,-1.21711
1463605870,1.29834,-4.47731,2.78625,1.68066,-1.27464,0.574632,3.4529,-1.0645
1463605872,1.64441,-4.25088,3.03919,1.20797,-1.41447,0.443251,3.07787,-1.40546
1463605874,2.30656,-3.82812,2.63737,1.48512,-1.62865,0.77306,2.995,-1.32495
1463605876,1.93049,-4.16355,3.28231,1.38846,-1.34131,1.22456,2.57214,-1.07212
1463605878,1.33872,-3.39963,2.60026,1.11993,-1.89154,0.485726,3.42192,-1.55397
1463605880,0.884977,-3.50905,3.0299,0.884823,-1.67368,0.791409,2.83509,-1.66717
1463605882,1.67774,-3.4755,2.63207,0.779873,-1.30654,0.258062,2.71551,-1.26826
1463605884,1.46659,-3.17064,2.65183,1.55672,-1.79433,-0.118084,2.82993,-1.48348
1463605886,1.63308,-3.07919,2.34796,1.12655,-1.72924,0.150731,2.59506,-0.644818
1463605888,2.32405,-3.04628,2.59748,1.51685,-1.73982,-0.0296319,2.32356,-0.896715
1463605890,2.1345,-3.13515,1.8305,1.41517,-1.56305,0.0493325,2.00763,-0.785869
1463605892,1.9653,-3.14913,1.8733,0.958471,-1.49766,0.292385,2.63004,-0.359359
1463605894,1.92174,-3.60012,3.07219,1.35062,-1.35911,0.344547,2.50836,-0.420964
1463605896,1.26092,-3.70527,2.89826,1.52492,-2.10781,0.0835744,2.8417,-0.481358
1463605898,0.61697,-3.87479,3.44536,1.81061,-1.95306,-0.875933,2.90107,-0.665591
1463605900,0.548284,-3.72,2.37237,1.53827,-2.60236,-0.306011,2.58977,0.564203
1463605902,0.401587,-3.90382,2.06791,1.34744,-2.15432,-0.308531,3.16992,0.377796
1463605904,0.816603,-3.74218,1.74282,1.97974,-2.10558,-0.174741,2.84967,-0.498416
1463605906,0.890632,-3.387,2.51029,1.5504,-2.55822,-0.358555,2.75928,-1.01711
1463605908,0.93485,-3.38755,1.21446,1.64296,-2.28442,-0.324888,2.0008,-0.90533
1463605910,0.290395,-2.93309,1.28828,1.73281,-2.16829,-0.392888,2.20908,0.0568954
1463605912,-0.195889,-2.84095,1.01907,1.45322,-2.8057,-0.70872,2.85099,0.100314
1463605914,-0.131115,-2.66947,-0.11711,1.45607,-1.86851,-0.696131,2.01862,-0.759069
1463605916,0.438593,-2.18899,-0.928124,0.873271,-1.66898,-0.482762,3.00486,-0.87379
1463605918,0.829979,-1.90322,-1.01342,1.11239,-1.43641,0.0160614,2.44983,0.181856
1463605920,0.331635,-1.84943,-1.2975,1.07919,-2.00409,-0.544334,2.06277,-0.312057
1463605922,0.0208613,-1.73898,-1.472,0.351683,-1.70131,-0.17827,1.90272,-0.284693
1463605924,-0.244448,-2.33074,-1.93131,0.436894,-1.48584,-0.376523,2.20398,-0.660642
1463605926,-0.431611,-2.22271,-1.51288,0.370321,-1.69981,-0.231239,2.17768,-0.683816
1463605928,-0.433755,-2.57845,-0.83664,0.407979,-1.59674,-0.228705,2.06611,-0.97006
1463605930,-0.640485,-2.20925,-1.08924,0.442,-1.32877,-0.152386,1.72822,-1.933
1463605932,-0.352989,-2.74328,-1.80754,-0.144479,-1.27601,-0.543093,1.83162,-1.9294
1463605934,-0.715678,-2.18704,-1.4312,-0.205598,-1.1095,-0.663347,1.61796,-1.00289
1463605936,-0.644401,-2.30759,-1.21008,0.517434,-1.37167,-0.979031,2.17602,-0.684364
1463605938,-0.826336,-2.14337,-1.57541,0.106931,-1.57289,-0.897635,2.15781,-1.09663
1463605940,-0.732169,-2.32923,-1.61957,0.0633971,-2.00387,-1.03187,1.70503,-2.24919
1463605942,-0.653074,-2.15485,-1.65174,0.322624,-1.29379,-0.72777,1.41291,-1.77317
1463605944,-0.827637,-2.53582,-1.02829,0.360886,-0.895151,-1.10613,1.55715,-1.8996
1463605946,-0.357328,-2.69771,-0.512988,0.399919,-1.68226,-0.668503,1.3922,-1.92306
1463605948,-0.545167,-2.80954,-1.32145,-0.56671,-1.33898,-0.947851,1.5598,-1.6155
1463605950,-0.35865,-2.96172,-1.25422,-0.319927,-1.3023,-0.565786,2.3554,-2.55323
1463605952,-0.524329,-2.75901,-0.341804,0.802664,-1.42329,-0.625092,1.68789,-2.37469
1463605954,-0.0598735,-2.70104,-0.253038,0.20151,-1.42961,-0.365663,2.13647,-1.72575
1463605956,-0.193806,-2.70702,-0.141291,-0.290216,-0.812528,-0.11468,2.13852,-1.61098
1463605958,-0.194578,-2.52768,0.188829,-0.240709,-1.34198,-0.531829,1.4458,-1.33948
1463605960,0.398061,-2.0832,0.0882602,0.0919331,-1.14686,-0.342249,1.1842,-2.57039
1463605962,0.378025,-2.45743,0.690233,0.100153,-1.57109,-0.704911,1.53586,-2.67847
1463605964,0.0842048,-2.27917,0.598281,-0.0831789,-1.03445,-0.434802,1.95931,-2.39791
1463605966,0.367948,-2.31665,1.11832,0.212826,-1.70224,-0.948513,1.32676,-0.711298
1463605968,-0.498548,-2.53357,0.784742,-0.194506,-1.62073,-0.636866,1.67999,-1.10523
1463605970,-0.271761,-2.29194,0.196976,-0.557071,-1.50624,0.393352,2.48966,0.278464
1463605972,-0.424472,-2.44123,-0.0849674,-0.144071,-1.9904,-0.594107,1.78108,-0.538282
1463605974,-0.487773,-2.75366,-0.250343,-0.180471,-1.45867,-0.556113,1.70457,-0.459917
1463605976,-0.46783,-3.06726,1.03315,-0.15442,-1.35751,-1.02375,1.30362,0.250141
1463605978,-0.697977,-2.36335,0.921475,-0.320163,-1.47513,-0.552934,1.25744,-0.372902
1463605980,-0.282535,-2.31438,0.53349,-0.0185355,-1.91741,-0.910524,0.759079,-0.943182
1463605982,0.560329,-2.3635,0.476603,0.0686867,-1.71807,-1.09414,0.806375,-0.853684
1463605984,0.0551208,-2.30067,0.455385,-0.101009,-1.54761,-1.03627,0.907463,-0.975746
1463605986,0.22765,-2.37971,0.690537,0.675948,-1.9361,-1.15242,1.33708,-0.527408
1463605988,0.236015,-2.25769,0.0718014,-0.0751934,-2.0036,-0.972828,1.09403,-1.16146
1463605990,0.771044,-2.47684,0.36388,-0.267648,-2.0981,-1.21601,1.20632,-1.51118
1463605992,0.218567,-2.81465,0.341849,0.0826247,-0.621997,0.245428,0.903759,-1.10289
1463605994,-0.00296805,-2.89531,0.825785,0.740708,0.901928,1.72275,1.85656,-1.09378
1463605996,-0.243867,-3.79451,-0.0510863,1.21918,1.43943,4.2388,2.45447,1.51529
1463605998,-0.470255,-4.29094,0.805135,1.25168,1.96386,4.14118,2.01731,-0.0611833
1463606000,-1.04162,-3.93243,0.349573,1.0859,1.87101,2.71882,2.35472,-1.21161
1463606002,-1.80703,-3.63658,-0.328885,0.170191,2.40548,2.47431,1.89089,-0.605045
1463606004,-1.60614,-3.83801,-0.262875,0.655432,3.42507,2.68811,1.06312,-0.713989
1463606006,0.233389,-2.81116,-0.750616,0.283345,1.18924,1.24219,2.50496,0.626995
1463606008,0.537394,-2.43196,-0.331095,0.708716,-0.286441,-0.446826,2.11251,-0.547684
1463606010,0.325184,-2.26627,0.108142,0.234012,0.476793,0.815489,1.07999,-0.395583
1463606012,0.337483,-1.44577,1.01393,0.439349,-0.0870247,-0.241353,1.32986,-1.103
1463606014,0.562669,-0.891683,-0.0117275,0.388875,-1.02597,-1.26356,0.398156,-0.996802
1463606016,-0.62323,-1.98433,-0.576757,0.19307,-0.774608,-0.985918,1.19172,-0.436551
1463606018,-0.495292,-1.93248,-1.33258,0.216821,-0.838305,-0.424593,1.9814,-0.28595
1463606020,-0.345974,-1.17898,-1.58861,-0.0348499,-0.862757,-0.193691,1.5069,-0.271505
1463606022,-0.255381,-0.657771,-1.44639,0.749924,-0.928899,-0.640365,1.04573,-0.974305
1463606024,-1.19603,-1.81903,-1.60666,-0.216681,-0.650407,-0.736203,1.24014,-0.714202
1463606026,-0.80342,-1.57606,-1.58429,-0.65063,-1.12471,-1.01964,0.703053,-1.01927
1463606028,-0.66356,-1.23747,-0.507637,0.743532,-1.33806,-1.49437,1.75964,-0.0999445
1463606030,-1.33058,-1.74994,-0.855688,0.491898,-1.24364,-1.06747,1.19568,-0.0881178
1463606032,-0.850797,-2.22953,-0.908235,0.228374,-1.23066,-1.25197,0.868024,0.233811
1463606034,-0.899541,-1.60597,-0.0860992,-0.270091,-0.921539,-1.78298,0.609996,-0.563996
1463606036,-0.791212,-1.75219,-0.785498,-0.267081,-0.733391,-1.51496,0.513734,-0.540882
1463606038,-0.900612,-1.78725,-2.3971,-0.803809,-0.961403,-1.93047,0.652801,-0.645081
1463606040,-1.06039,-1.86503,-2.66371,-0.213275,-1.12922,-2.07622,0.689506,-0.702253
1463606042,-0.716756,-1.60084,-2.1839,-0.0387317,-1.03152,-2.07265,0.58058,-1.1058
1463606044,-0.696804,-1.3217,-2.35778,-0.178666,-1.00717,-2.57957,0.766955,-1.3639
1463606046,-1.15896,-1.68804,-2.54366,-0.0424484,-0.766714,-2.34412,0.382283,-1.01616
1463606048,-1.55775,-1.82905,-1.25836,-0.0704646,-0.562864,-2.31853,0.327586,-0.509596
1463606050,-1.32853,-1.22882,-1.96583,0.726291,-0.597782,-2.29449,0.0215532,-0.724512
1463606052,-0.955448,-1.40953,-0.601097,0.234716,-0.101908,-2.46119,0.497361,-1.27393
1463606054,-0.971591,-1.45424,-1.73697,-0.0275968,-0.242144,-2.30843,0.213361,-1.30522
1463606056,-1.20379,-1.31284,-1.57485,-0.208938,0.12443,-2.04565,0.568367,-1.80315
1463606058,-1.35677,-1.196,-2.28305,-0.323405,0.32993,-1.90251,0.600542,-1.70115
1463606060,-1.64196,-1.77235,-1.75657,0.371337,0.368946,-1.89556,1.13335,-2.36009
1463606062,-2.10136,-1.97915,-1.95684,0.639591,0.456575,-1.12405,1.01656,-1.35755
1463606064,-2.26282,-2.87284,-1.85691,-0.140362,-0.0809946,-1.28349,0.982667,-0.428348
1463606066,-2.15635,-2.23619,-2.11814,-0.0268281,0.0638316,-1.0727,0.62993,-0.214599
1463606068,-1.95766,-2.52395,-0.992084,0.775375,0.522988,-1.37614,1.34114,-0.960029
1463606070,-1.78305,-2.24185,-0.507165,0.617295,0.369735,-1.66402,1.55077,-0.98936
1463606072,-1.5991,-2.28769,-1.2833,0.52247,0.0885846,-1.07537,1.40767,-1.80801
1463606074,-1.61846,-2.1128,-1.50316,0.0703561,0.0197646,-1.17475,0.991258,-2.25641
1463606076,-1.63644,-2.03841,-1.38795,0.13115,-0.217966,-1.03108,0.474698,-1.90519
1463606078,-1.29312,-2.30554,-1.33168,0.293718,0.363313,-0.971092,0.923216,-1.65189
1463606080,-1.75428,-2.77685,-0.465539,-0.00222469,-0.108387,-0.448172,1.48601,-1.51494
1463606082,-1.58007,-2.36734,-0.399111,0.0336281,-0.264428,-1.1516,0.844842,-0.615455
1463606084,-2.17268,-2.5312,-0.421193,-0.212726,-0.0128101,-0.975325,1.87948,-0.665837
1463606086,-1.18905,-1.75007,-0.222194,0.110151,0.248062,-1.00186,1.11624,-0.61609
1463606088,-1.73696,-2.22414,-0.1233,0.440541,-0.116906,-1.07413,0.78925,-0.503071
1463606090,-1.82465,-2.73007,-0.00967378,-0.279019,0.480563,-1.00879,0.204231,-0.114639
1463606092,-2.28443,-2.88736,-0.531209,-1.50924,0.784705,-1.26957,0.336265,-1.23712
1463606094,-2.00613,-2.66732,-0.524182,-0.95383,0.183513,-1.3145,0.873731,-1.52254
1463606096,-1.59144,-2.2122,-0.113263,-0.591551,-0.177605,-1.21575,1.31111,-0.672291
1463606098,-1.24109,-2.52324,-0.684042,-0.091783,-0.191136,-0.874235,0.844296,-0.586023
1463606100,-1.8019,-2.29848,-0.475209,-0.216846,0.363531,0.0381749,1.42614,-0.789213
1463606102,-1.79057,-2.38075,-0.809764,-0.319878,1.19826,0.934974,0.0512523,-0.417606
1463606104,-2.29298,-2.69854,-0.959027,-0.0833704,2.22688,1.54218,1.14585,-0.994498
1463606106,-1.86107,-2.92139,-0.577468,-0.0628731,2.64511,2.25749,0.880807,-0.276359
1463606108,-2.42224,-2.76075,-0.871624,-0.276234,2.9198,2.74565,1.61694,0.382918
1463606110,-2.17667,-3.05063,-1.48876,-0.928419,2.93799,2.14478,1.29801,0.100066
1463606112,-2.3985,-3.29702,-0.590292,-0.880384,2.89872,2.01301,1.59934,-0.147363
1463606114,-2.16257,-3.03404,-1.86353,-1.03302,2.75433,1.74494,1.08565,-0.852094
1463606116,-1.54431,-2.60641,-1.94612,-0.654037,2.17863,1.01415,1.15361,0.135433
